Date,Species,Treatment,Plot,LTE,Day,Month,Year,Collection,Sequence
2021-09-25,LALA,2.25,11,-25.56,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,11,-26.88,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-18.77,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-19.32,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-20.28,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-20.61,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-22.32,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-24.39,25,9,21,SPRAA,AA
2021-09-25,LALA,2.25,20,-25.26,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-23.42,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-23.47,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-23.62,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-23.69,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-24.21,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-24.46,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-24.54,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,4,-26.29,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-21.28,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-21.6,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-22.3,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-23.82,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-24.02,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-25.07,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-24.74,25,9,21,SPRAA,AA
2021-09-25,LALA,4.5,13,-25.94,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-14.55,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-17.03,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-16.93,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-19.67,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-20.28,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-22.08,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-23.22,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-14.13,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-14.23,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-14.31,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-15.39,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-15.76,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-16.38,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-17.07,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-17.61,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-18.97,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-26.3,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,16,-26.48,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-18.6,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-18.83,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-20.23,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-20.58,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-21.13,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-22,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-23.79,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-23.89,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-25.44,25,9,21,SPRAA,AA
2021-09-25,LALA,6.75,8,-26.49,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-19.45,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-19.47,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-19.89,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-19.99,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-20.65,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-20.72,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-21.73,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-21.76,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-21.78,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-21.69,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-21.79,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-22.01,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-22.46,25,9,21,SPRAA,AA
2021-09-25,LALA,9,10,-23.42,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-15.72,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-16.17,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-16.67,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-16.52,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-16.84,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-17.09,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-17.32,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-18.2,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-18.23,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-18.66,25,9,21,SPRAA,AA
2021-09-25,LALA,9,17,-23.97,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-22.88,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-23.85,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-24.35,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-24.55,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-24.6,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-24.7,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-24.85,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,21,-25.25,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-10.1,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-11.62,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-11.9,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-12.05,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-12.15,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-12.55,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-11.39,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-12.8,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-17.46,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-20.28,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-22.26,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-22.38,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-22.88,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,19,-24.23,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,11,-25.2,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,11,-26.25,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-20.68,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-22.18,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-22.92,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-23.07,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-23.3,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-23.42,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-23.77,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-23.89,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,4,-24.21,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-21.54,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-23.15,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-23.42,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-23.64,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-24.29,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-24.31,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-24.59,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,16,-24.69,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-20.18,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-21.09,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-21.66,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-21.93,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-22.26,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-22.43,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-22.63,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-23.07,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,10,-23.1,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-19.86,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-21.33,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-21.87,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-22.47,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-23.12,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-23.19,25,9,21,SPRAA,AA
2021-09-25,PIMA,AMB,7,-23.79,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-11.64,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-23.77,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-23.99,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-25.06,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-25.64,25,9,21,SPRAA,AA
2021-09-25,PIMA,0,6,-25.74,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-20.68,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-21.42,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-23.14,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-23.39,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-23.92,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-24.39,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-24.61,25,9,21,SPRAA,AA
2021-09-25,PIMA,2.25,20,-24.46,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-18.83,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-23.57,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-23.74,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-23.92,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-24.19,25,9,21,SPRAA,AA
2021-09-25,PIMA,4.5,13,-24.39,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-19.71,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-19.93,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-20.38,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-20.5,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-22.85,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-23.17,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-23.72,25,9,21,SPRAA,AA
2021-09-25,PIMA,6.75,8,-24.17,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-20.78,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-20.93,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-20.98,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-21.23,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-21.63,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-21.9,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-22.02,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-22.2,25,9,21,SPRAA,AA
2021-09-25,PIMA,9,17,-22.65,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-24.88,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-25.25,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-25.33,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-25.48,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-25.8,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-25.88,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26.13,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26.2,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26.28,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26.66,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,21,-26.98,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-23.16,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-23.63,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-23.73,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-24,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-24.5,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-25.33,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-25.48,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-25.68,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-26.08,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-26.18,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-26.33,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,19,-26.58,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-19.78,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-19.81,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.21,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.36,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.58,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.66,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.73,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.81,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-20.96,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-21.03,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-21.33,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.23,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.31,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.46,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.68,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.78,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-23.9,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-24.53,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-24.6,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,11,-24.75,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-10.78,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-10.98,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-14.08,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-14.18,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-15.59,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-16.57,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-17.36,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,4,-21.17,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-20.5,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-20.8,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-20.9,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-20.99,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-23.2,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-23.52,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-23.62,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-23.97,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-24.11,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,16,-24.21,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-20.01,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-21.49,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-22.73,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-23.32,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-23.84,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.49,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.59,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.66,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.71,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.81,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-24.88,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-25.01,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-25.13,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-25.16,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,10,-25.36,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-19.25,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-20.11,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-20.13,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-21.05,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-21.35,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-21.87,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-21.85,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-22.05,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-22.7,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-22.67,25,9,21,SPRAA,AA
2021-09-25,CHCA,AMB,7,-23.84,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-22.92,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-23.29,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.21,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.34,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.44,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.51,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.63,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.76,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.88,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-24.91,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-25.03,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-25.08,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-25.16,25,9,21,SPRAA,AA
2021-09-25,CHCA,0,6,-25.26,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-19.93,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-20.08,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-20.36,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-21.1,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-21.5,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-21.7,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-21.87,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-21.92,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-22.57,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-22.77,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-22.82,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-23.03,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-23.84,25,9,21,SPRAA,AA
2021-09-25,CHCA,2.25,20,-23.97,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-10.48,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-12,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-14.84,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-15.87,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-17.62,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-18.28,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-18.45,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-18.53,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-19.18,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-19.86,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-20.28,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-20.41,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-21.05,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-21.68,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-22.57,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-23.42,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-23.82,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-24.04,25,9,21,SPRAA,AA
2021-09-25,CHCA,4.5,13,-24.32,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-11.5,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-15.04,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-15.62,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-15.87,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-16.89,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-17.09,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-17.34,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-17.57,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-17.7,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-18.03,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-18.1,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-18.48,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-18.58,25,9,21,SPRAA,AA
2021-09-25,CHCA,6.75,8,-19.08,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-14.77,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-15.57,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-15.97,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-17.12,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-17.6,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-17.93,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-18,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-18.23,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-18.63,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-18.96,25,9,21,SPRAA,AA
2021-09-25,CHCA,9,17,-20.98,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-15.07,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-17.12,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-18.09,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-18.77,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-19.17,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-19.27,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-19.65,25,9,21,SPRAA,AA
2021-09-25,RHGR,AMB,21,-20.22,25,9,21,SPRAA,AA
